Date,vol,vol_lag1,vol_lag5,vol_lag10,vol_lag21,target
2015-03-05,0.07659579223762526,0.08895432758099493,0.11769676482879046,0.13844723124875372,0.17884583036342847,0.09210499230518182
2015-03-06,0.09210499230518182,0.07659579223762526,0.10663194474167263,0.13876190336510444,0.16706124172534498,0.08674838525620143
2015-03-09,0.08674838525620143,0.09210499230518182,0.10476819243588185,0.1306935173647677,0.16599335304772736,0.1042325794028484
2015-03-10,0.1042325794028484,0.08674838525620143,0.0929118495517389,0.12850971970838726,0.16169287519151573,0.10336602182511961
2015-03-11,0.10336602182511961,0.1042325794028484,0.08895432758099493,0.12874179423866852,0.1504271886166271,0.10620642564970616
2015-03-12,0.10620642564970616,0.10336602182511961,0.07659579223762526,0.11769676482879046,0.1521757661745658,0.10833469317713779
2015-03-13,0.10833469317713779,0.10620642564970616,0.09210499230518182,0.10663194474167263,0.14904156371057292,0.11321278321280194
2015-03-16,0.11321278321280194,0.10833469317713779,0.08674838525620143,0.10476819243588185,0.15121124503888647,0.11257068291148803
2015-03-17,0.11257068291148803,0.11321278321280194,0.1042325794028484,0.0929118495517389,0.14882042531767276,0.12035047662283739
2015-03-18,0.12035047662283739,0.11257068291148803,0.10336602182511961,0.08895432758099493,0.14310815782067066,0.1214238828024064
2015-03-19,0.1214238828024064,0.12035047662283739,0.10620642564970616,0.07659579223762526,0.13813872934183877,0.12526177078054526
2015-03-20,0.12526177078054526,0.1214238828024064,0.10833469317713779,0.09210499230518182,0.13844723124875372,0.12374013901258309
2015-03-23,0.12374013901258309,0.12526177078054526,0.11321278321280194,0.08674838525620143,0.13876190336510444,0.12523515317119566
2015-03-24,0.12523515317119566,0.12374013901258309,0.11257068291148803,0.1042325794028484,0.1306935173647677,0.1341500359392547
2015-03-25,0.1341500359392547,0.12523515317119566,0.12035047662283739,0.10336602182511961,0.12850971970838726,0.13420947172595524
2015-03-26,0.13420947172595524,0.1341500359392547,0.1214238828024064,0.10620642564970616,0.12874179423866852,0.13476536830647007
2015-03-27,0.13476536830647007,0.13420947172595524,0.12526177078054526,0.10833469317713779,0.11769676482879046,0.14192993173601529
2015-03-30,0.14192993173601529,0.13476536830647007,0.12374013901258309,0.11321278321280194,0.10663194474167263,0.1426605614657804
2015-03-31,0.1426605614657804,0.14192993173601529,0.12523515317119566,0.11257068291148803,0.10476819243588185,0.14252014120278503
2015-04-01,0.14252014120278503,0.1426605614657804,0.1341500359392547,0.12035047662283739,0.0929118495517389,0.1428813627378162
2015-04-02,0.1428813627378162,0.14252014120278503,0.13420947172595524,0.1214238828024064,0.08895432758099493,0.1450556103213109
2015-04-06,0.1450556103213109,0.1428813627378162,0.13476536830647007,0.12526177078054526,0.07659579223762526,0.1365076394684726
2015-04-07,0.1365076394684726,0.1450556103213109,0.14192993173601529,0.12374013901258309,0.09210499230518182,0.1362524373665575
2015-04-08,0.1362524373665575,0.1365076394684726,0.1426605614657804,0.12523515317119566,0.08674838525620143,0.12294586444112486
2015-04-09,0.12294586444112486,0.1362524373665575,0.14252014120278503,0.1341500359392547,0.1042325794028484,0.12314459852939541
2015-04-10,0.12314459852939541,0.12294586444112486,0.1428813627378162,0.13420947172595524,0.10336602182511961,0.11780512021366928
2015-04-13,0.11780512021366928,0.12314459852939541,0.1450556103213109,0.13476536830647007,0.10620642564970616,0.11520748119920551
2015-04-14,0.11520748119920551,0.11780512021366928,0.1365076394684726,0.14192993173601529,0.10833469317713779,0.10720306930718457
2015-04-15,0.10720306930718457,0.11520748119920551,0.1362524373665575,0.1426605614657804,0.11321278321280194,0.10646413410686435
2015-04-16,0.10646413410686435,0.10720306930718457,0.12294586444112486,0.14252014120278503,0.11257068291148803,0.10649451717273868
2015-04-17,0.10649451717273868,0.10646413410686435,0.12314459852939541,0.1428813627378162,0.12035047662283739,0.11014383980314928
2015-04-20,0.11014383980314928,0.10649451717273868,0.11780512021366928,0.1450556103213109,0.1214238828024064,0.1057829056035572
2015-04-21,0.1057829056035572,0.11014383980314928,0.11520748119920551,0.1365076394684726,0.12526177078054526,0.10699735463319256
2015-04-22,0.10699735463319256,0.1057829056035572,0.10720306930718457,0.1362524373665575,0.12374013901258309,0.10516109741114014
2015-04-23,0.10516109741114014,0.10699735463319256,0.10646413410686435,0.12294586444112486,0.12523515317119566,0.08931527867362764
2015-04-24,0.08931527867362764,0.10516109741114014,0.10649451717273868,0.12314459852939541,0.1341500359392547,0.0904587636038639
2015-04-27,0.0904587636038639,0.08931527867362764,0.11014383980314928,0.11780512021366928,0.13420947172595524,0.09063769500768687
2015-04-28,0.09063769500768687,0.0904587636038639,0.1057829056035572,0.11520748119920551,0.13476536830647007,0.08337329329354912
2015-04-29,0.08337329329354912,0.09063769500768687,0.10699735463319256,0.10720306930718457,0.14192993173601529,0.08528969399604194
2015-04-30,0.08528969399604194,0.08337329329354912,0.10516109741114014,0.10646413410686435,0.1426605614657804,0.09104900408933855
2015-05-01,0.09104900408933855,0.08528969399604194,0.08931527867362764,0.10649451717273868,0.14252014120278503,0.09083279043569467
2015-05-04,0.09083279043569467,0.09104900408933855,0.0904587636038639,0.11014383980314928,0.1428813627378162,0.09831723403163832
2015-05-05,0.09831723403163832,0.09083279043569467,0.09063769500768687,0.1057829056035572,0.1450556103213109,0.09899498439293986
2015-05-06,0.09899498439293986,0.09831723403163832,0.08337329329354912,0.10699735463319256,0.1365076394684726,0.09926566370059177
2015-05-07,0.09926566370059177,0.09899498439293986,0.08528969399604194,0.10516109741114014,0.1362524373665575,0.10804791125053534
2015-05-08,0.10804791125053534,0.09926566370059177,0.09104900408933855,0.08931527867362764,0.12294586444112486,0.10809954331415748
2015-05-11,0.10809954331415748,0.10804791125053534,0.09083279043569467,0.0904587636038639,0.12314459852939541,0.1073928912913135
2015-05-12,0.1073928912913135,0.10809954331415748,0.09831723403163832,0.09063769500768687,0.11780512021366928,0.10721307966064561
2015-05-13,0.10721307966064561,0.1073928912913135,0.09899498439293986,0.08337329329354912,0.11520748119920551,0.11206789928038999
2015-05-14,0.11206789928038999,0.10721307966064561,0.09926566370059177,0.08528969399604194,0.10720306930718457,0.1120625631836016
2015-05-15,0.1120625631836016,0.11206789928038999,0.10804791125053534,0.09104900408933855,0.10646413410686435,0.10339678982875414
2015-05-18,0.10339678982875414,0.1120625631836016,0.10809954331415748,0.09083279043569467,0.10649451717273868,0.09936451332253568
2015-05-19,0.09936451332253568,0.10339678982875414,0.1073928912913135,0.09831723403163832,0.11014383980314928,0.09926081991937456
2015-05-20,0.09926081991937456,0.09936451332253568,0.10721307966064561,0.09899498439293986,0.1057829056035572,0.09844408199923807
2015-05-21,0.09844408199923807,0.09926081991937456,0.11206789928038999,0.09926566370059177,0.10699735463319256,0.09873683010034089
2015-05-22,0.09873683010034089,0.09844408199923807,0.1120625631836016,0.10804791125053534,0.10516109741114014,0.10576477817914953
2015-05-26,0.10576477817914953,0.09873683010034089,0.10339678982875414,0.10809954331415748,0.08931527867362764,0.10979254086520478
2015-05-27,0.10979254086520478,0.10576477817914953,0.09936451332253568,0.1073928912913135,0.0904587636038639,0.10945103478857082
2015-05-28,0.10945103478857082,0.10979254086520478,0.09926081991937456,0.10721307966064561,0.09063769500768687,0.11074411083195013
2015-05-29,0.11074411083195013,0.10945103478857082,0.09844408199923807,0.11206789928038999,0.08337329329354912,0.10445730177986935
2015-06-01,0.10445730177986935,0.11074411083195013,0.09873683010034089,0.1120625631836016,0.08528969399604194,0.09790176519766215
2015-06-02,0.09790176519766215,0.10445730177986935,0.10576477817914953,0.10339678982875414,0.09104900408933855,0.09783574811343712
2015-06-03,0.09783574811343712,0.09790176519766215,0.10979254086520478,0.09936451332253568,0.09083279043569467,0.0937614262332373
2015-06-04,0.0937614262332373,0.09783574811343712,0.10945103478857082,0.09926081991937456,0.09831723403163832,0.09270029594066453
2015-06-05,0.09270029594066453,0.0937614262332373,0.11074411083195013,0.09844408199923807,0.09899498439293986,0.09440385959893677
2015-06-08,0.09440385959893677,0.09270029594066453,0.10445730177986935,0.09873683010034089,0.09926566370059177,0.08137619108883949
2015-06-09,0.08137619108883949,0.09440385959893677,0.09790176519766215,0.10576477817914953,0.10804791125053534,0.09088302678867574
2015-06-10,0.09088302678867574,0.08137619108883949,0.09783574811343712,0.10979254086520478,0.10809954331415748,0.09078515801438033
2015-06-11,0.09078515801438033,0.09088302678867574,0.0937614262332373,0.10945103478857082,0.1073928912913135,0.09498541837505728
2015-06-12,0.09498541837505728,0.09078515801438033,0.09270029594066453,0.11074411083195013,0.10721307966064561,0.08814114699089717
2015-06-15,0.08814114699089717,0.09498541837505728,0.09440385959893677,0.10445730177986935,0.11206789928038999,0.09050980368411625
2015-06-16,0.09050980368411625,0.08814114699089717,0.08137619108883949,0.09790176519766215,0.1120625631836016,0.08991045289268162
2015-06-17,0.08991045289268162,0.09050980368411625,0.09088302678867574,0.09783574811343712,0.10339678982875414,0.09754327898631986
2015-06-18,0.09754327898631986,0.08991045289268162,0.09078515801438033,0.0937614262332373,0.09936451332253568,0.09871263088852786
2015-06-19,0.09871263088852786,0.09754327898631986,0.09498541837505728,0.09270029594066453,0.09926081991937456,0.0998834365541842
2015-06-22,0.0998834365541842,0.09871263088852786,0.08814114699089717,0.09440385959893677,0.09844408199923807,0.0995755106720188
2015-06-23,0.0995755106720188,0.0998834365541842,0.09050980368411625,0.08137619108883949,0.09873683010034089,0.09541157232765445
2015-06-24,0.09541157232765445,0.0995755106720188,0.08991045289268162,0.09088302678867574,0.10576477817914953,0.08977982370535338
2015-06-25,0.08977982370535338,0.09541157232765445,0.09754327898631986,0.09078515801438033,0.10979254086520478,0.08974383655318713
2015-06-26,0.08974383655318713,0.08977982370535338,0.09871263088852786,0.09498541837505728,0.10945103478857082,0.11380841965378521
2015-06-29,0.11380841965378521,0.08974383655318713,0.0998834365541842,0.08814114699089717,0.11074411083195013,0.11382801907012731
2015-06-30,0.11382801907012731,0.11380841965378521,0.0995755106720188,0.09050980368411625,0.10445730177986935,0.11807696681402098
2015-07-01,0.11807696681402098,0.11382801907012731,0.09541157232765445,0.08991045289268162,0.09790176519766215,0.11746849231814137
2015-07-02,0.11746849231814137,0.11807696681402098,0.08977982370535338,0.09754327898631986,0.09783574811343712,0.1144174747505644
2015-07-06,0.1144174747505644,0.11746849231814137,0.08974383655318713,0.09871263088852786,0.0937614262332373,0.11671126434961053
2015-07-07,0.11671126434961053,0.1144174747505644,0.11380841965378521,0.0998834365541842,0.09270029594066453,0.1289742432501181
2015-07-08,0.1289742432501181,0.11671126434961053,0.11382801907012731,0.0995755106720188,0.09440385959893677,0.12925334435438773
2015-07-09,0.12925334435438773,0.1289742432501181,0.11807696681402098,0.09541157232765445,0.08137619108883949,0.1299879212184048
2015-07-10,0.1299879212184048,0.12925334435438773,0.11746849231814137,0.08977982370535338,0.09088302678867574,0.13549007963512694
2015-07-13,0.13549007963512694,0.1299879212184048,0.1144174747505644,0.08974383655318713,0.09078515801438033,0.1334930820708078
2015-07-14,0.1334930820708078,0.13549007963512694,0.11671126434961053,0.11380841965378521,0.09498541837505728,0.13244514047225683
2015-07-15,0.13244514047225683,0.1334930820708078,0.1289742432501181,0.11382801907012731,0.08814114699089717,0.13391534138093827
2015-07-16,0.13391534138093827,0.13244514047225683,0.12925334435438773,0.11807696681402098,0.09050980368411625,0.13387509137304104
2015-07-17,0.13387509137304104,0.13391534138093827,0.1299879212184048,0.11746849231814137,0.08991045289268162,0.12915807254767928
2015-07-20,0.12915807254767928,0.13387509137304104,0.13549007963512694,0.1144174747505644,0.09754327898631986,0.12894712282450227
2015-07-21,0.12894712282450227,0.12915807254767928,0.1334930820708078,0.11671126434961053,0.09871263088852786,0.12785648340581618
2015-07-22,0.12785648340581618,0.12894712282450227,0.13244514047225683,0.1289742432501181,0.0998834365541842,0.12922703812877168
2015-07-23,0.12922703812877168,0.12785648340581618,0.13391534138093827,0.12925334435438773,0.0995755106720188,0.13176012700739598
2015-07-24,0.13176012700739598,0.12922703812877168,0.13387509137304104,0.1299879212184048,0.09541157232765445,0.13277115709615986
2015-07-27,0.13277115709615986,0.13176012700739598,0.12915807254767928,0.13549007963512694,0.08977982370535338,0.1401168954123645
2015-07-28,0.1401168954123645,0.13277115709615986,0.12894712282450227,0.1334930820708078,0.08974383655318713,0.11904665832196687
2015-07-29,0.11904665832196687,0.1401168954123645,0.12785648340581618,0.13244514047225683,0.11380841965378521,0.11904982967341392
2015-07-30,0.11904982967341392,0.11904665832196687,0.12922703812877168,0.13391534138093827,0.11382801907012731,0.11669044144634196
2015-07-31,0.11669044144634196,0.11904982967341392,0.13176012700739598,0.13387509137304104,0.11807696681402098,0.11742518733758825
2015-08-03,0.11742518733758825,0.11669044144634196,0.13277115709615986,0.12915807254767928,0.11746849231814137,0.1171379704893438
2015-08-04,0.1171379704893438,0.11742518733758825,0.1401168954123645,0.12894712282450227,0.1144174747505644,0.11577082258543002
2015-08-05,0.11577082258543002,0.1171379704893438,0.11904665832196687,0.12785648340581618,0.11671126434961053,0.10246772732645147
2015-08-06,0.10246772732645147,0.11577082258543002,0.11904982967341392,0.12922703812877168,0.1289742432501181,0.10285659939345931
2015-08-07,0.10285659939345931,0.10246772732645147,0.11669044144634196,0.13176012700739598,0.12925334435438773,0.10286767273276398
2015-08-10,0.10286767273276398,0.10285659939345931,0.11742518733758825,0.13277115709615986,0.1299879212184048,0.10106096599898133
2015-08-11,0.10106096599898133,0.10286767273276398,0.1171379704893438,0.1401168954123645,0.13549007963512694,0.09984816104370067
2015-08-12,0.09984816104370067,0.10106096599898133,0.11577082258543002,0.11904665832196687,0.1334930820708078,0.09989054433714138
2015-08-13,0.09989054433714138,0.09984816104370067,0.10246772732645147,0.11904982967341392,0.13244514047225683,0.09633241746465283
2015-08-14,0.09633241746465283,0.09989054433714138,0.10285659939345931,0.11669044144634196,0.13391534138093827,0.09862014241887393
2015-08-17,0.09862014241887393,0.09633241746465283,0.10286767273276398,0.11742518733758825,0.13387509137304104,0.09891875733052326
2015-08-18,0.09891875733052326,0.09862014241887393,0.10106096599898133,0.1171379704893438,0.12915807254767928,0.10155148997277143
